timestamp,price,estimated_profit,estimated_distance,estimated_wage,truck_id,load_id
2023-11-18T10:18:13,1750.0,608.2092559311811,827.3845971513181,47.781408756750864,114,10166
2023-11-18T10:27:48,1750.0,345.1586946927712,1018.0009458748036,22.038599517951017,142,10166
2023-11-18T10:28:47,1000.0,159.44553607714067,609.0974376252605,17.015274083931445,125,10948
2023-11-18T10:30:03,1656.0,337.4497630101621,955.4711862245204,22.956458459341068,206,10308
2023-11-18T10:33:59,1000.0,322.498637324872,490.9430164312522,42.69825768883727,197,10948
2023-11-18T10:36:44,650.0,159.47389564305792,355.45369880937835,29.162175696918847,324,10072
2023-11-18T10:38:30,800.0,196.6400580190068,437.21734926158933,29.233981205965694,160,10464
2023-11-18T10:38:30,800.0,234.64329438430434,409.67877218528673,37.228714716226,200,10464
2023-11-18T10:38:30,800.0,240.9650526641732,405.0977879245122,38.664068010388455,200,10464
2023-11-18T10:38:54,875.0,258.98128723689774,446.3903715674654,37.71090225644388,302,10423
2023-11-18T10:38:54,875.0,376.2912579691953,361.38314639913386,67.68144007740676,125,10423
2023-11-18T10:38:54,875.0,374.32341102923084,362.8091224425864,67.06287193963908,336,10423
2023-11-18T10:38:54,875.0,167.8450792195281,512.4311020148348,21.290530778425477,197,10423
2023-11-18T10:39:50,1750.0,457.12852308468223,936.8633890690709,31.715780920876295,230,10166
2023-11-18T10:39:50,875.0,151.1740072258193,524.5115889667976,18.734210409029256,230,10423
2023-11-18T10:40:13,700.0,167.16250564459529,386.1141263444962,28.1408063718557,114,10769
2023-11-18T10:40:13,700.0,307.0463151392182,284.7490470005665,70.08982363340263,230,10769
2023-11-18T10:41:12,1750.0,459.6843416278216,935.0113466465062,31.956277656922115,169,10166
2023-11-18T10:41:56,1650.0,290.8832171257636,984.8672339668381,19.197926848494664,102,10458
2023-11-18T10:42:26,826.47,522.4862657014523,220.27806833228092,154.17607176110076,206,10274
2023-11-18T10:42:26,826.47,365.9108597432341,333.7385074324391,71.26599224731359,324,10274
2023-11-18T10:42:26,826.47,229.63472267825682,432.4893313925676,34.51242814713095,217,10274
2023-11-18T10:42:53,1100.0,264.53279404480395,605.4110188081131,28.401583517200812,241,10056
2023-11-18T10:42:53,1100.0,340.8968847801658,550.0747211737929,40.282341030737875,224,10056
2023-11-18T10:42:53,1100.0,318.92204330845095,565.9985193417023,36.62541880703105,289,10056
2023-11-18T10:42:53,1100.0,376.40271347790804,524.3458597986174,46.66037867727346,341,10056
2023-11-18T10:42:53,1100.0,270.6839767411444,600.953640042649,29.27756371843547,324,10056
2023-11-18T10:45:15,800.0,209.2316766335241,428.0929879467217,31.76893657242445,321,10464
2023-11-18T10:45:19,1375.0,260.7959577966651,807.3942334806775,20.995613485749423,254,10329
2023-11-18T10:46:51,600.0,114.55087285493073,351.7747298152676,21.16640595383477,362,10171
2023-11-18T10:46:51,990.0,267.6134910408763,523.4684847529883,33.23003661980752,362,10705
2023-11-18T10:46:51,2000.0,350.07528708763994,1195.5976180524349,19.03223402014058,362,11036
2023-11-18T10:46:51,1650.0,427.17320731486006,886.106371510971,31.335130147094453,362,10458
2023-11-18T10:46:51,1375.0,528.7947954177346,613.1921772335257,56.05365328896356,362,10329
2023-11-18T10:47:26,600.0,170.65966744955023,311.1161830075723,35.655099252586204,160,10116
2023-11-18T10:47:26,600.0,206.00834368409818,285.5012002289144,46.90187757084687,200,10116
2023-11-18T10:47:26,600.0,230.73155734577358,267.585828010309,56.04762905043494,321,10116
2023-11-18T10:47:40,1656.0,274.7530035181046,1000.9036206390547,17.842822086380565,303,10308
2023-11-18T10:47:40,826.47,387.7237591519863,317.9320585855172,79.26864770103161,303,10274
2023-11-18T10:49:23,826.47,155.38583108944442,486.29287602214174,20.769539343105684,364,10274
2023-11-18T10:50:05,1000.0,229.95837344265294,558.0011786647443,26.78720914092012,188,10948
2023-11-18T10:50:05,875.0,155.05635607727822,521.6982926976245,19.318949833835593,188,10423
2023-11-18T10:50:05,700.0,184.114532512933,373.83004890367175,32.01306221486868,188,10769
2023-11-18T10:50:12,2100.0,568.8471830646449,1109.53102676475,33.324950819100984,160,10770
2023-11-18T10:50:12,2100.0,635.0920939232881,1061.5274681715305,38.88828819109107,200,10770
2023-11-18T10:50:12,2100.0,598.1987895728116,1088.2617466863685,35.72938352434675,321,10770
2023-11-18T10:50:12,1100.0,379.34443732923205,522.2141758483826,47.217003227348236,212,10056
2023-11-18T10:50:52,1100.0,174.135250272289,670.9164853099355,16.870641153600474,327,10056
2023-11-18T10:51:07,875.0,402.63295650639037,342.29495905334034,76.45786617861668,125,10423
2023-11-18T10:51:20,600.0,119.34847925681504,348.2982034370906,22.273015120774687,362,10171
2023-11-18T10:51:20,990.0,266.72923798033435,524.1092478403375,33.07974537782498,362,10705
2023-11-18T10:51:20,1650.0,421.19782154440577,890.436361199706,30.746563812263393,362,10458
2023-11-18T10:51:20,1375.0,532.9569980112713,610.1760883976295,56.77411083365425,362,10329
2023-11-18T10:51:35,900.0,274.3753703088612,453.3511809356079,39.33903741746093,160,10491
2023-11-18T10:51:53,800.0,248.25077012910003,399.818282515145,40.35908502453302,206,10238
2023-11-18T10:51:53,800.0,445.8062312065675,256.6621512995888,112.90096682234623,217,10238
2023-11-18T10:51:53,800.0,384.7002342160874,300.9418592637048,83.09085112062866,303,10238
2023-11-18T10:51:53,800.0,518.7693776274485,203.7903060670663,165.46424703188325,364,10238
2023-11-18T10:52:44,1000.0,383.57059876131893,446.6879719120878,55.81544721869652,328,10948
2023-11-18T10:53:18,600.0,157.64307236698772,320.54849828479155,31.966456741127594,163,10171
2023-11-18T10:53:18,990.0,261.74063237628286,527.7241794374762,32.238699243596194,163,10705
2023-11-18T10:53:18,2000.0,363.5954367017637,1185.800408187128,19.930591373084656,163,11036
2023-11-18T10:53:18,1650.0,381.0915183253387,919.4988997642474,26.939617543314192,163,10458
2023-11-18T10:53:18,1375.0,568.888005564926,584.1391264022276,63.302933651217195,163,10329
2023-11-18T10:53:26,1000.0,324.676533733964,489.36483062756236,43.12523780191536,370,10948
2023-11-18T10:53:26,875.0,172.67460410180104,508.9314463030428,22.05375468179232,370,10423
2023-11-18T10:53:33,600.0,194.7189689914806,293.68190652791264,43.09674073585904,200,10116
2023-11-18T10:54:17,1000.0,212.30019874632842,570.7969574301968,24.175869788512145,125,10717
2023-11-18T10:54:17,1375.0,455.6733578503281,666.1787261954145,44.46069364812329,171,10329
2023-11-18T10:54:17,2100.0,310.41796477744697,1296.798576248227,15.559214885097035,171,10770
2023-11-18T10:54:17,900.0,195.45303159708806,510.54128145138554,24.884269921707514,171,10491
2023-11-18T10:54:17,1100.0,329.8269452901775,558.0964164563932,38.414063971214645,171,10211
2023-11-18T10:54:28,1000.0,197.27202045756167,581.6869416974191,22.043955967661358,284,10948
2023-11-18T10:54:28,700.0,120.16340869326939,420.17144297589175,18.589129974524855,284,10769
2023-11-18T10:54:57,4000.0,1717.5504425520608,1653.9489546724199,67.49953101666034,114,10320
2023-11-18T10:54:57,4000.0,1252.2050582253714,1991.1557549091513,40.87742939444876,302,10320
2023-11-18T10:54:57,4000.0,1360.168311584543,1912.921513344534,46.217756262471234,125,10320
2023-11-18T10:54:57,4000.0,1241.9959535779876,1998.5536568275454,40.394080342440034,142,10320
2023-11-18T10:54:57,4000.0,1295.0258722225958,1960.1261795488438,42.94452192554431,336,10320
2023-11-18T10:54:57,4000.0,1262.8530621456289,1983.4398100393994,41.38539955887813,197,10320
2023-11-18T10:54:57,4000.0,1775.8991676036562,1611.6672698524233,71.62362111182394,230,10320
2023-11-18T10:54:57,4000.0,1953.3833328323683,1483.0555559185739,85.61372911985175,169,10320
2023-11-18T10:54:57,4000.0,1659.2602519617863,1696.188223216097,63.584875134329714,188,10320
2023-11-18T10:54:57,4000.0,1520.8148483978966,1796.5109794218142,55.02497133509195,328,10320
2023-11-18T10:54:57,4000.0,1269.2927236510873,1978.7733886586327,41.69453031367495,370,10320
2023-11-18T10:54:57,4000.0,1706.1624461237307,1662.2011259972967,66.71909750482438,284,10320
2023-11-18T10:55:38,1000.0,229.514458601363,558.3228560859689,26.720095096360335,360,10948
2023-11-18T10:55:38,900.0,300.254117205744,434.5984657929392,44.90700992872774,360,10523
2023-11-18T10:55:38,4000.0,1019.0158987579753,2160.1334066971194,30.662936471384146,360,10320
2023-11-18T10:56:30,1650.0,399.83738557588913,905.9149379884861,28.688598644968046,226,10458
2023-11-18T10:56:30,1375.0,254.08619906423746,812.2563774896831,20.332992632471154,226,10329
2023-11-18T10:58:42,1225.0,585.6889611539957,463.26886872898865,82.1764315384647,160,10005
2023-11-18T10:58:42,1225.0,592.7337208636025,458.1639703886939,84.09149201201551,200,10005
2023-11-18T10:58:42,1225.0,384.0226870318286,609.4038499769358,40.96048073541639,254,10005
2023-11-18T10:58:42,1225.0,624.0037507752899,435.50452842370305,93.13391974866612,321,10005
2023-11-18T10:58:42,1225.0,452.6561924360334,559.6694257709903,52.571484439783475,171,10005
2023-11-18T10:59:16,1329.0,411.0290097281884,665.1963697621824,40.163907752358796,362,10021
2023-11-18T10:59:16,1329.0,429.6634535849096,651.6931495761526,42.854715445732374,163,10021
2023-11-18T10:59:23,1550.0,337.36690948514024,878.7196308078694,24.955456038205686,241,10102
2023-11-18T10:59:23,1550.0,412.68858036742586,824.138709878677,32.54883844472201,224,10102
2023-11-18T10:59:23,1550.0,389.21035515581093,841.1519165537602,30.076223553977727,289,10102
2023-11-18T10:59:23,1550.0,457.6064154091671,791.5895540513283,37.57555522222969,341,10102
2023-11-18T10:59:23,1550.0,451.9636382431638,795.6785230122002,36.921489818011835,212,10102
2023-11-18T10:59:23,1550.0,244.36548234260135,946.1119693169555,16.788453023944246,327,10102
2023-11-18T11:02:50,1100.0,232.81153440362596,628.3974388379522,24.08149492814537,189,10056
2023-11-18T11:02:50,1550.0,310.88769613345494,897.9074665699603,22.505325995192727,189,10102
2023-11-18T11:03:02,1750.0,491.40986448695594,912.0218373282928,35.022890773342716,204,10166
2023-11-18T11:03:02,700.0,237.43461527479604,335.19230777188693,46.04297185532297,204,10769
2023-11-18T11:03:02,4000.0,1841.7221644937008,1563.9694460190576,76.54365690890346,204,10320
2023-11-18T11:04:08,1750.0,300.8646869680356,1050.0980529217134,18.623217706680446,236,10166
2023-11-18T11:04:08,4000.0,1281.0940407899798,1970.2217095724786,42.264843721277344,236,10320
