timestamp,price,estimated_profit,estimated_distance,estimated_wage,heuristic_wage,truck_id,load_id,type
2023-11-18T16:05:19,850.0,137.17883975531254,516.5370726410779,17.262312922679882,17.262312922679882,140,10076,Notification
2023-11-18T16:05:19,850.0,130.04449527884924,521.7068874790948,16.202377994221735,16.202377994221735,396,10076,Notification
2023-11-18T16:05:46,850.0,165.98222784901918,495.6650522833195,21.76640205010742,21.76640205010742,200,10076,Notification
2023-11-18T16:08:53,850.0,228.12772802130075,450.63208114398503,32.90556296777868,58.736760760333,411,10076,Notification
2023-11-18T16:09:41,1790.0,644.6123876217982,829.9910234624651,50.48223897726495,50.48223897726495,163,10033,Notification
2023-11-18T16:10:54,1800.0,863.9583655415215,678.2910394626656,82.79232732410274,82.79232732410274,317,11044,Notification
2023-11-18T16:10:54,1800.0,485.6258511848978,952.4450353732625,33.1417343307877,33.1417343307877,388,11044,Notification
2023-11-18T16:10:54,1800.0,606.7084716424656,864.7040060561844,45.60641604590634,45.60641604590634,293,11044,Notification
2023-11-18T16:10:54,1800.0,272.80048680212144,1106.6663139115062,16.02292526594048,16.02292526594048,147,11044,Notification
2023-11-18T16:10:54,1800.0,487.16669004842424,951.3284854721564,33.285910531136274,33.285910531136274,297,11044,Notification
2023-11-18T16:10:54,1800.0,457.30375132520635,972.9682961411548,30.55057801372189,30.55057801372189,241,11044,Notification
2023-11-18T16:11:50,1575.0,431.75324555328893,828.4396771352979,33.87568429605825,33.87568429605825,147,10169,Notification
2023-11-18T16:11:50,1575.0,711.6968151660568,625.5820179956111,73.94760663679794,73.94760663679794,297,10169,Notification
2023-11-18T16:12:06,1800.0,486.15730071670373,952.0599270168815,33.191423827279124,33.191423827279124,388,11044,Notification
2023-11-18T16:14:28,1600.0,427.89019933005216,849.3549280217014,32.74586634969493,32.74586634969493,106,10222,Notification
2023-11-18T16:14:28,1600.0,321.94818204920284,926.1245057614473,22.595916319040263,22.595916319040263,140,10222,Notification
2023-11-18T16:14:28,1600.0,252.5555145087278,976.4090474574436,16.812736921902392,37.0355729527981,411,10222,Notification
2023-11-18T16:14:28,1600.0,394.83811480601616,873.3057139086841,29.38773565046732,29.38773565046732,333,10222,Notification
2023-11-18T16:14:28,1600.0,855.7439498005241,539.3159784054174,103.13686032721358,103.13686032721358,163,10222,Notification
2023-11-18T16:14:35,1800.0,347.58887724267106,1052.4718280850211,21.466871053339474,21.466871053339474,193,11044,Notification
2023-11-18T16:14:35,1575.0,337.09817409839707,897.03030862435,24.426578573468976,24.426578573468976,193,10169,Notification
2023-11-18T16:14:35,1800.0,365.46761489929986,1039.516221087464,22.852356208163233,22.852356208163233,193,11044,Notification
2023-11-18T16:14:35,1575.0,343.1376921109352,892.6538462964238,24.986113127444373,24.986113127444373,193,10169,Notification
2023-11-18T16:14:52,863.0,220.63762229022905,465.47998384766015,30.81001535300921,30.81001535300921,163,10961,Notification
2023-11-18T16:15:38,850.0,201.31874996070906,470.058876840066,27.838467460531348,27.838467460531348,171,10076,Notification
2023-11-18T16:15:38,1790.0,542.637825065093,903.8856340108023,39.02203697244459,39.02203697244459,171,10033,Notification
2023-11-18T16:15:38,1600.0,487.0332480244617,806.4976463590858,39.252639191825914,39.252639191825914,171,10222,Notification
2023-11-18T16:16:06,1800.0,459.82207408607246,971.1434245753098,30.776540374214246,30.776540374214246,241,11044,Notification
2023-11-18T16:16:27,850.0,169.44256776401107,493.1575595912964,22.333160448332908,22.333160448332908,200,10076,Notification
2023-11-18T16:16:38,1647.0,697.8484978061748,687.790943618714,65.95049379211856,65.95049379211856,163,10183,Notification
2023-11-18T16:16:38,1647.0,373.9850219844677,922.4746217503857,26.35197311213211,26.35197311213211,171,10183,Notification
2023-11-18T16:16:49,1600.0,425.9114411646274,850.78881075027,32.53950137318727,32.53950137318727,106,10222,Notification
2023-11-18T16:18:52,650.75,268.391399961079,277.07144930356594,62.963690561839535,62.963690561839535,140,10544,Notification
2023-11-18T16:18:52,650.75,236.5193526737143,300.1671357436853,51.217325593296074,51.217325593296074,396,10544,Notification
2023-11-18T16:18:52,650.75,254.98344512147617,286.787358607626,57.79168235784027,57.79168235784027,200,10544,Notification
2023-11-18T16:18:52,650.75,344.12265452033535,222.19372860845266,100.66878432576463,93.91826104699565,411,10544,Notification
2023-11-18T16:19:07,1800.0,486.8704823679011,951.5431287189124,33.25816812583177,33.25816812583177,180,11044,Notification
2023-11-18T16:22:39,1700.0,516.1626307969468,857.8531660891691,39.109922686132684,39.109922686132684,317,10964,Notification
2023-11-18T16:22:39,1700.0,321.9145271407549,998.6126614922066,20.95351388082953,20.95351388082953,297,10964,Notification
2023-11-18T16:22:53,622.5,365.11094677037653,186.51380668813297,127.24104430379656,93.45001253992542,156,10514,Notification
2023-11-18T16:22:53,622.5,396.6110037011056,163.6876784774597,157.49331580948413,123.48054379429486,168,10514,Notification
2023-11-18T16:23:45,1800.0,549.6448169377525,906.0544804798897,39.431307797331606,39.431307797331606,289,11044,Notification
2023-11-18T16:23:58,1800.0,837.521956203475,697.4478578235688,78.0544761053623,78.0544761053623,352,11044,Notification
2023-11-18T16:23:58,1700.0,355.83102561969986,974.0354886813769,23.745558487393442,23.745558487393442,352,10964,Notification
2023-11-18T16:24:59,1000.0,192.5815879309547,585.0858058471343,21.394816094346663,21.394816094346663,216,10057,Notification
2023-11-18T16:24:59,1600.0,414.86593144974995,858.7928032972827,31.40022301153239,31.40022301153239,216,10222,Notification
2023-11-18T16:25:21,1700.0,580.0919069239976,811.5276036782627,46.462959213164005,46.462959213164005,163,10217,Notification
2023-11-18T16:25:21,1700.0,466.5303638485468,893.8185769213429,33.926877817425506,33.926877817425506,171,10217,Notification
2023-11-18T16:27:16,1600.0,356.5757469301143,901.0320674419462,25.72319497602205,25.72319497602205,102,10222,Notification
2023-11-18T16:29:30,1600.0,351.187015707658,904.9369451393784,25.225134351744178,25.225134351744178,377,10222,Notification
2023-11-18T16:29:31,622.5,463.1022289752799,115.50563117733341,260.60759615415424,242.18085884138927,175,10514,Notification
2023-11-18T16:30:00,1800.0,499.9002057276116,942.101300197383,34.49046654058,34.49046654058,137,11044,Notification
2023-11-18T16:30:13,622.5,104.4650557609308,375.38764075294876,18.088578011893862,18.088578011893862,150,10514,Notification
2023-11-18T16:31:49,850.0,189.42328967911737,478.67877559484253,25.721871235761743,25.721871235761743,131,10076,Notification
2023-11-18T16:31:49,650.75,189.36311687810257,334.33832110282424,36.8148124823873,36.8148124823873,131,10544,Notification
2023-11-18T16:32:36,1790.0,299.29952042042055,1080.2177388257824,18.00976611296415,18.00976611296415,403,10033,Notification
2023-11-18T16:32:36,1600.0,688.2010209205567,660.7238978836546,67.7031154815489,67.7031154815489,403,10222,Notification
2023-11-18T16:32:36,1647.0,423.6194349251123,886.507655851368,31.060378428078533,31.060378428078533,403,10183,Notification
2023-11-18T16:36:52,1800.0,285.95642867816673,1097.1330226969808,16.941580901821474,16.941580901821474,159,11044,Notification
